Symbol,Date,Quantity,Price,c. price_unnamed: 4_level_1_c. price_c. price,Proceeds,Commission,Basis,realized p/l_unnamed: 8_level_1_realized p/l_realized p/l,mtm p/l_mtm in usd_mtm p/l_mtm p/l,code_code_code_code
USD.CAD,2025-11-21 22:00:37,-2.7899,1.41015,,3.93,0.0,,,0.00,
USD.CAD,2025-12-31 08:20:22,341.85,1.3693,,-468.1,-10.0,,,0.81,
USD.CHF,2025-11-21 22:00:37,0.2597,0.80858,,-0.21,0.0,,,0.00,
USD.CHF,2025-12-05 22:54:24,1.603,0.80473,,-1.29,0.0,,,0.00,
USD.HKD,2025-04-30 14:42:35,25.0,7.75614,,-193.9,-10.0,,,0.00,
USD.HKD,2025-05-02 22:30:19,0.5286,7.75005,,-4.1,0.0,,,0.00,
USD.HKD,2025-05-07 22:20:53,0.0708,7.76165,,-0.55,0.0,,,0.00,
USD.HKD,2025-06-06 22:17:44,2.0148,7.84705,,-15.81,0.0,,,0.00,
USD.HKD,2025-07-07 23:20:16,1.9491,7.84965,,-15.3,0.0,,,0.00,
USD.HKD,2025-08-07 22:31:45,1.9708,7.84995,,-15.47,0.0,,,0.00,
USD.HKD,2025-11-19 09:03:04,26.18,7.787495592,,-203.88,-10.0,,,0.01,
USD.HKD,2025-11-21 22:00:37,0.0081,7.78265,,-0.06,0.0,,,0.00,
USD.PLN,2025-02-20 09:15:49,108.0,3.98585,,-430.47,-10.0,,,-0.63,SO
USD.SEK,2025-04-30 14:39:57,91.0,9.6583,,-878.91,-10.0,,,0.06,
USD.SEK,2025-05-02 22:30:19,0.3205,9.65715,,-3.1,0.0,,,0.00,
USD.SEK,2025-05-07 22:20:53,0.2389,9.66765,,-2.31,0.0,,,0.00,
USD.SEK,2025-06-06 22:17:44,0.3536,9.64415,,-3.41,0.0,,,0.00,
USD.SEK,2025-07-07 23:20:16,0.3461,9.53385,,-3.3,0.0,,,0.00,
USD.SEK,2025-08-07 22:31:45,0.3566,9.56305,,-3.41,0.0,,,0.00,
USD.SEK,2025-09-08 21:58:26,0.3645,9.35625,,-3.41,0.0,,,0.00,
USD.SEK,2025-10-07 21:54:59,0.3509,9.40225,,-3.3,0.0,,,0.00,
USD.SEK,2025-11-07 23:01:19,0.358,9.52745,,-3.41,0.0,,,0.00,
USD.SEK,2025-12-05 22:54:24,0.351,9.40025,,-3.3,0.0,,,0.00,
AUD.USD,2025-04-09 09:22:23,-83.0,0.60355,,50.09,-10.0,,,-1.00,
AUD.USD,2025-04-09 09:22:23,-0.95728,0.60355,,0.58,0.0,,,-0.01,
AUD.USD,2025-11-19 09:03:13,-66.0,0.6482,,42.78,-10.0,,,0.02,
CHF.USD,2025-05-23 09:55:04,-33.0,1.21435,,40.07,-10.0,,,-0.12,SO
CHF.USD,2025-11-19 09:03:23,-98.0,1.2459,,122.1,-10.0,,,0.44,
DKK.USD,2025-05-07 22:20:53,-10.81,0.15137,,1.64,0.0,,,0.01,
DKK.USD,2025-06-06 22:17:44,-0.89,0.15267,,0.14,0.0,,,0.00,
DKK.USD,2025-07-07 23:20:16,-0.9,0.15684,,0.14,0.0,,,0.00,
DKK.USD,2025-08-07 22:31:45,-0.93,0.15618,,0.15,0.0,,,0.00,
DKK.USD,2025-09-08 21:58:26,-0.93,0.15743,,0.15,0.0,,,0.00,
DKK.USD,2025-10-07 21:54:59,-0.9,0.15604,,0.14,0.0,,,0.00,
DKK.USD,2025-11-07 23:01:19,-0.93,0.15478,,0.14,0.0,,,0.00,
DKK.USD,2025-12-05 22:54:24,-0.9,0.15579,,0.14,0.0,,,0.00,
EUR.USD,2025-02-20 09:15:49,-108882.0,1.04479,,113758.82,-11.38,,,-578.16,SO
EUR.USD,2025-02-20 09:15:49,-0.92325,1.04479,,0.96,0.0,,,0.00,
EUR.USD,2025-04-09 09:22:23,-519.0,1.10725,,574.66,-10.0,,,6.36,
EUR.USD,2025-04-09 09:22:23,-0.77,1.10725,,0.85,0.0,,,0.01,
EUR.USD,2025-04-30 14:39:55,-190.0,1.134553526,,215.57,-10.0,,,0.33,P
EUR.USD,2025-04-30 14:40:03,-0.17315,1.13455,,0.2,0.0,,,0.00,
EUR.USD,2025-05-23 09:55:04,-404.0,1.132,,457.33,-10.0,,,-1.82,SO
EUR.USD,2025-05-23 09:55:04,-0.3526,1.132,,0.4,0.0,,,0.00,
EUR.USD,2025-11-19 09:02:58,-1536.17,1.1571,,1777.5,-10.0,,,5.07,
EUR.USD,2025-11-28 10:57:01,1000000.0,1.15997,,-1159970.0,-116.0,,,-270.00,
GBP.USD,2025-04-09 09:22:23,-54.0,1.27911,,69.07,-10.0,,,-0.17,
GBP.USD,2025-04-30 14:39:55,-27.0,1.3339,,36.02,-10.0,,,0.02,
GBP.USD,2025-05-07 22:20:53,-2.68,1.32915,,3.56,0.0,,,0.01,
GBP.USD,2025-05-23 09:55:04,-18.0,1.34885,,24.28,-10.0,,,-0.09,SO
GBP.USD,2025-11-19 09:03:18,-82.37,1.3117,,108.04,-10.0,,,0.48,
GBP.USD,2025-12-05 22:54:24,-0.3,1.33315,,0.4,0.0,,,0.00,
PLN.USD,2025-02-24 22:08:42,-5.3982,0.25237737,,1.36,0.0,,,-0.01,
RAGB 0.85 06/30/2120 2.47169249%,2025-02-11 09:18:08,-5000.0,41.25,40.8510,2062.5,-23.56,-2456.88,-417.94,19.95,C;SO
RAGB 0.85 06/30/2120 2.4754456%,2025-02-11 09:36:38,-2000.0,41.18,40.8510,823.6,-9.41,-982.75,-168.56,6.58,C;SO
RAGB 0.85 06/30/2120 2.47299489%,2025-02-11 09:36:51,-243000.0,41.15781893,40.8510,100013.5,-968.37,-118432.88,-19387.75,745.57,C;P;SO
T 1 3/4 03/15/25 3.94813753%,2025-01-30 10:46:17,1000000.0,99.707,99.714844,-997070.0,-300.0,997370.00,0.00,78.44,O;SO
T 1 3/4 03/15/25 3.98681331%,2025-01-30 11:17:05,1100000.0,99.705,99.714844,-1096755.0,-301.5,1097056.50,0.00,108.28,O;SO
T 1 3/4 03/15/25 4.43578333%,2025-02-06 08:42:22,-1000000.0,99.761,99.785156,997610.0,-301.05,-997370.00,-61.05,-241.56,C;SO
T 4 1/2 11/15/54 4.81122856%,2025-01-17 09:03:00,-3000000.0,95.1035156,94.6250,2853105.47,-331.05,-2780942.62,71831.80,14355.47,C;SO
T 4 1/2 11/15/54 4.78436048%,2025-01-27 08:32:08,-1500000.0,95.5234375,95.7500,1432851.56,-308.55,-1432543.01,0.00,-3398.44,O;SO
T 4 1/2 11/15/54 4.74455808%,2025-01-30 08:53:57,1500000.0,96.09375,95.859375,-1441406.25,-307.5,1432543.01,-9170.74,-3515.62,C;SO
T 4 1/2 11/15/54 4.69622874%,2025-02-05 09:03:48,1500000.0,96.84375,97.734375,-1452656.25,-307.5,1452963.75,0.00,13359.38,O;SO
T 4 1/2 11/15/54 4.67573995%,2025-02-05 09:18:59,100000.0,97.109375,97.734375,-97109.38,-75.0,97184.38,0.00,625.00,O;SO
T 4 1/2 11/15/54 4.65512376%,2025-02-05 12:00:56,-1600000.0,97.52734375,97.734375,1560437.5,-310.05,-1550148.13,9979.32,-3312.50,C;SO
T 4 1/2 11/15/54 4.64010744%,2025-02-06 08:42:51,1000000.0,97.71484375,97.6875,-977148.44,-300.0,977448.44,0.00,-273.44,O;SO
T 4 1/2 11/15/54 4.83263936%,2025-02-12 08:38:18,-1000000.0,94.802734375,94.796875,948027.34,-301.05,-977448.44,-29722.15,58.59,C;SO
T 4 1/4 05/15/35 4.39755098%,2025-07-11 10:02:19,1000000.0,98.796875,98.734375,-987968.75,-300.0,988268.75,0.00,-625.00,O
T 4 1/4 05/15/35 4.05912423%,2025-09-05 11:28:31,-1000000.0,101.541015625,101.453125,1015410.16,-300.0,-988268.75,26841.41,878.91,C
T 4 1/4 11/15/34 4.63653657%,2025-01-07 08:30:33,1500000.0,96.9453125,96.5780,-1454179.69,-307.5,1454487.19,0.00,-5509.69,O
T 4 1/4 11/15/34 4.75966835%,2025-01-13 08:00:08,1500000.0,96.0082125,95.9375,-1440123.19,-307.5,1440430.69,0.00,-1060.69,O
T 4 1/4 11/15/34 4.5822854%,2025-01-17 09:03:29,-3000000.0,97.40234375,97.1875,2922070.31,-331.05,-2894917.88,26821.38,6445.31,C;SO
T 4 1/4 11/15/34 4.5445245%,2025-01-27 08:30:58,-1500000.0,97.70703125,97.671875,1465605.47,-308.55,-1465296.92,0.00,527.34,O;SO
T 4 1/4 11/15/34 4.49854066%,2025-01-30 08:54:16,1500000.0,98.0234375,97.921875,-1470351.56,-307.5,1465296.92,-5362.14,-1523.44,C;SO
T 4 1/4 11/15/34 4.41767285%,2025-02-05 12:01:40,1600000.0,98.656,98.65625,-1578496.0,-309.0,1578805.00,0.00,4.00,O;SO
T 4 1/4 11/15/34 4.44989385%,2025-02-06 08:06:06,1000000.0,98.39453125,98.53125,-983945.31,-300.0,984245.31,0.00,1367.19,O;SO
T 4 1/4 11/15/34 4.63315567%,2025-02-12 08:38:40,-2600000.0,97.02734375,97.046875,2522710.94,-325.05,-2563050.31,-40664.42,-507.81,C;SO
T 4 5/8 02/15/35 4.49706706%,2025-04-11 09:32:32,500000.0,100.97265625,101.0625,-504863.28,-150.0,505013.28,0.00,449.22,O
T 4 5/8 02/15/35 4.56323101%,2025-04-11 11:18:52,500000.0,100.44961875,101.0625,-502248.09,-150.0,502398.09,0.00,3064.41,O
T 4 5/8 02/15/35 4.55134145%,2025-04-11 11:21:12,1000000.0,100.54336875,101.0625,-1005433.69,-300.0,1005733.69,0.00,5191.31,O
T 4 5/8 02/15/35 4.21766036%,2025-04-28 15:03:34,-1000000.0,103.266,103.265625,1032660.0,-300.0,-1007411.37,24948.63,3.75,C
T 4 5/8 02/15/35 4.17483553%,2025-04-29 15:09:03,-1000000.0,103.61328125,103.65625,1036132.81,-300.0,-1005733.69,30099.12,-429.69,C
T 4 5/8 02/15/35 4.35057549%,2025-05-06 12:47:49,2000000.0,102.14453125,102.515625,-2042890.63,-315.0,2043205.63,0.00,7421.87,O
T 4 5/8 02/15/35 4.19452953%,2025-07-01 08:13:03,-2000000.0,103.390625,103.0625,2067812.5,-315.0,-2043205.63,24291.87,6562.50,C
T 4 5/8 02/15/35 4.40320387%,2025-07-08 10:15:44,1000000.0,101.6875,101.734375,-1016875.0,-300.0,1017175.00,0.00,468.75,O
T 4 5/8 02/15/35 4.03375802%,2025-09-05 11:28:29,-1000000.0,104.62890625,104.53125,1046289.06,-300.0,-1017175.00,28814.06,976.56,C
T 4 5/8 02/15/35 4.073408%,2025-11-03 13:39:54,1000000.0,104.19140625,104.2500,-1041914.06,-300.0,1042214.06,0.00,585.94,O
T 4 5/8 02/15/35 4.07291064%,2025-11-03 13:51:42,1000000.0,104.1953125,104.2500,-1041953.13,-300.0,1042253.13,0.00,546.87,O
T 4 5/8 02/15/35 4.02285788%,2025-11-12 13:01:21,-2000000.0,104.625,104.546875,2092500.0,-315.0,-2084467.19,7717.81,1562.50,C
T 4 5/8 02/15/55 4.94833642%,2025-04-11 09:38:46,1000000.0,94.94921875,96.15625,-949492.19,-300.0,949792.19,0.00,12070.31,O
T 4 5/8 02/15/55 4.96825395%,2025-04-11 11:18:40,1000000.0,94.65234375,96.15625,-946523.44,-300.0,946823.44,0.00,15039.06,O
T 4 5/8 02/15/55 4.69893711%,2025-04-28 14:40:34,-2000000.0,98.830078125,98.953125,1976601.56,-315.0,-1896615.63,79670.93,-2460.94,C
T 4 5/8 02/15/55 4.85922714%,2025-05-06 12:19:19,1000000.0,96.296875,97.015625,-962968.75,-300.0,963268.75,0.00,7187.50,O
T 4 5/8 02/15/55 4.95235515%,2025-05-13 11:54:13,1000000.0,94.89453125,94.90625,-948945.31,-300.0,949245.31,0.00,117.19,O
T 4 5/8 02/15/55 4.78031789%,2025-07-01 09:32:53,-2000000.0,97.557445312,97.515625,1951148.91,-315.0,-1912514.06,38319.85,836.41,C;P
T 4 5/8 02/15/55 4.96145764%,2025-07-08 10:15:00,1000000.0,94.7734375,95.0000,-947734.38,-300.0,948034.38,0.00,2265.62,O
T 4 5/8 02/15/55 4.90914523%,2025-07-11 08:45:56,2000000.0,95.5703125,94.84375,-1911406.25,-315.0,1911721.25,0.00,-14531.25,O
T 4 5/8 02/15/55 5.00658328%,2025-07-15 11:02:11,1000000.0,94.109375,93.921875,-941093.75,-300.0,941393.75,0.00,-1875.00,O
T 4 5/8 02/15/55 4.8641922%,2025-08-08 10:06:29,-4000000.0,96.28125,96.3125,3851250.0,-345.0,-3801149.38,49755.62,-1250.00,C
T 4 5/8 02/15/55 4.90172549%,2025-08-15 08:52:21,2000000.0,95.69180625,95.28125,-1913836.13,-315.0,1914151.13,0.00,-8211.13,O
T 4 5/8 02/15/55 4.91194073%,2025-08-22 08:58:10,-2000000.0,95.5703125,95.90625,1911406.25,-315.0,-1914151.13,-3059.88,-6718.75,C
T 4 5/8 02/15/55 4.73866931%,2025-09-18 10:46:45,2000000.0,98.1798875,98.46875,-1963597.75,-315.0,1963912.75,0.00,5777.25,O;P
T 4 5/8 02/15/55 4.71584332%,2025-10-03 10:27:14,-2000000.0,98.57421875,98.53125,1971484.38,-315.0,-1963912.75,7256.63,859.38,C
T 4 5/8 02/28/25 4.3272222%,2025-01-07 08:25:50,-3000000.0,100.04263375,100.058594,3001279.01,-331.05,-3001780.86,-832.90,-478.81,C
T 4 5/8 11/15/44 4.78588161%,2025-12-10 08:24:44,2000000.0,97.9925875,98.453125,-1959851.75,-315.0,1960166.75,0.00,9210.75,O
T 4 5/8 11/15/44 4.79714188%,2025-12-23 08:58:26,-1000000.0,97.90234375,98.171875,979023.44,-300.0,-980083.38,-1359.94,-2695.31,C
XIT 4 1/2 11/15/54 4.98973622%,2025-01-10 08:55:59,1500000.0,92.4140625,93.0625,-1386210.94,-307.5,1386518.44,0.00,9726.56,O;SO
XIT 4 1/2 11/15/54 4.95607904%,2025-01-14 08:32:32,1500000.0,92.941111817,92.734375,-1394116.68,-307.5,1394424.18,0.00,-3101.06,O;P
912797LW5 4.296%,2025-04-11 09:22:12,1000000.0,98.9862958,98.977146,-989862.96,-300.0,990162.96,0.00,-91.50,O
912797NA1 0.0%,2025-08-28 10:57:27,2000000.0,99.28958333,99.287861,-1985791.67,-315.0,1986106.67,0.00,-34.45,O
912797NG8 4.33154832%,2025-01-30 11:29:34,1400000.0,99.8699861,99.8575,-1398179.81,-306.0,1398485.81,0.00,-174.81,O;SO
912797NG8 4.29335868%,2025-02-05 09:00:26,-1400000.0,99.9413819,99.928958,1399179.35,-306.0,-1398485.81,387.54,173.94,C;SO
912797PH4 4.30239299%,2025-04-11 09:23:01,2000000.0,99.65933056,99.659451,-1993186.61,-315.0,1993501.61,0.00,2.41,O
912797PQ4 4.261%,2025-04-30 14:38:46,3000000.0,98.6298472,98.625715,-2958895.42,-330.0,2959225.42,0.00,-123.97,O
912797QE0 0.0%,2025-09-10 14:24:13,1000000.0,99.685,99.684028,-996850.0,-300.0,997150.00,0.00,-9.72,O
912797QE0 0.0%,2025-09-22 09:55:32,-100000.0,99.82182222,99.821111,99821.82,-75.0,-99715.00,31.82,0.71,C
912797QE0 0.0%,2025-09-23 12:53:38,-900000.0,99.83247917,99.831979,898492.31,-270.0,-897435.00,787.31,4.50,C
912797RL3 0.0%,2025-11-06 10:09:07,2000000.0,99.05625,99.058125,-1981125.0,-315.0,1981440.00,0.00,37.50,O
912797RL3 0.0%,2025-11-18 09:38:01,3000000.0,99.18425,99.182083,-2975527.5,-330.0,2975857.50,0.00,-65.01,O
912797RL3 0.0%,2025-12-10 08:22:50,-350000.0,99.43836667,99.441167,348034.28,-105.0,-346752.00,1177.28,-9.80,C
912797RP4 0.0%,2025-08-25 14:36:48,2000000.0,99.05237499,99.04625,-1981047.5,-315.0,1981362.50,0.00,-122.50,O
912797RP4 0.0%,2025-08-27 15:56:27,1000000.0,99.082,99.072944,-990820.0,-300.0,991120.00,0.00,-90.56,O
